-0.74688	-0.62072	-0.21067	-0.5102	0.044121	-0.12522	-0.7064	-0.25973	-0.03563	-0.030401	0.067056	0.018437	-0.16258	-0.062374	0.083921	0.12493	0.065134	-0.06492	-0.2279	0.19561	-0.11021	0.03399	-0.045755	-0.018736	-0.0074983	-0.11422	-0.10417	0.12657	0.099543	-0.061349	0.063167	-0.036186	-0.01446	0.059933	0.032832	0.074582	0.053576	-0.045455	-0.10294	-0.06137	-0.051802	0.0077914	-0.12139	-0.10974	0.053175	0.042923	-0.051074	0.22025	0.1126	-0.05739	-0.043738	0.035285	-0.012502	0.086569	-0.1353	0.038528	0.004651	-0.0077937	-0.0072834	-0.026928	-0.099794	0.024	-0.06416	0.032061	-0.046303	-0.10541	-0.04898	0.092298	0.0058353	-0.024921	0.02099	-0.073415	0.031906	0.029205	-0.12296	0.083617	0.088682	0.0020455	-0.015405	0.038664	0.12167	0.041134	0.029872	-0.18843	0.077959	0.12115	-0.063677	-0.10884	0.0056573	-0.26621	-0.075402	-0.045135	-0.049603	-0.001958	0.029304	0.10057	0.24368	-0.069822	-0.33331	-0.035954
-0.60785	-0.4976	-0.084189	-0.32902	-0.03523	-0.064968	-0.2886	-0.16063	-0.038209	-0.019153	-0.019324	-0.15518	0.20378	-0.02711	-0.15335	0.19316	-0.086507	-0.12451	-0.077733	0.1174	-0.029903	0.044527	0.0074025	0.051592	0.0070685	-0.08092	0.046002	-0.010943	0.06696	-0.13746	-0.039843	-0.107	-0.041498	0.15533	0.075214	0.22612	0.025493	0.036064	-0.22515	-0.11821	-0.16946	-0.010661	-0.014159	0.1084	-0.037069	0.061514	0.0031172	0.19671	-0.10863	-0.054748	0.070021	0.12491	-0.011897	0.22652	-0.19013	-0.07792	-0.12521	0.07101	-0.19395	-0.11758	-0.080242	-0.10993	0.051162	0.15088	0.20039	-0.043845	-0.12512	0.050004	0.13022	0.19914	-0.15414	-0.022481	-0.070713	-0.22042	-0.050736	0.040383	0.066959	0.22855	-0.06829	0.039387	0.21271	0.068239	-0.13395	-0.016683	-0.0048602	-0.086447	0.0087318	-0.16172	-0.15476	0.17686	0.19545	-0.31452	0.069376	-0.12997	0.25906	-0.23368	-0.084477	-0.38881	0.092681	0.17325
-0.69303	-0.57094	-0.39747	-0.27549	-0.12626	0.12501	-0.099981	0.08438	0.11661	0.019597	0.069208	0.055214	-0.090566	0.0023967	-0.25894	-0.39736	-0.1332	0.14138	0.15956	-0.2793	0.047752	-0.17022	0.41858	-0.16913	-0.023887	0.12703	0.23351	0.22008	0.015597	-0.097307	-0.0060162	-0.062683	-0.086014	0.075404	-0.18623	0.43954	0.33404	0.13877	0.20474	-0.23864	0.12936	-0.0069817	0.10736	0.027884	-0.26899	-0.10305	0.17063	0.11355	-0.044812	-0.063831	0.077853	0.06777	-0.19013	0.096305	-0.4864	-0.27194	0.1876	-0.15657	-0.024114	-0.092969	-0.064716	-0.33348	0.18493	-0.022147	0.19818	-0.29523	0.049143	-0.28568	-0.22708	-0.081448	-0.21606	-0.30016	-0.1721	0.35897	-0.039068	0.029401	0.10763	-0.031144	0.128	0.021943	0.056647	-0.06644	-0.09987	-0.22902	-0.3422	-0.16203	0.51967	0.099496	-0.47509	-0.038643	-0.05757	-0.30813	-0.086544	0.016986	0.015613	-0.21302	0.0096075	-0.18263	0.05741	0.1832
-0.95021	-0.42205	-0.332	-0.27129	-0.44748	0.023571	0.39031	-0.080179	0.13268	-0.096524	-0.22831	-0.052404	-0.36788	0.026533	-0.11445	-0.2334	0.0098796	-0.13972	0.24616	-0.46338	0.15538	-0.25393	0.53985	-0.1769	-0.010277	-0.47242	0.12453	-0.073887	-0.26165	0.69442	-0.18243	0.25496	0.56856	-0.071223	0.24299	-0.27404	-0.3151	-0.36196	-0.010295	-0.37096	-0.38139	-0.14345	-0.048571	0.30916	0.17626	0.27893	-0.12247	-0.086599	-0.12936	-0.035093	0.056454	0.11205	0.12366	0.13741	0.091396	-0.04479	-0.17366	0.14267	0.11017	-0.092508	0.061124	0.01326	-0.11097	0.07824	-0.085472	-0.065164	-0.038118	0.064237	-0.055151	0.095362	0.082662	0.04607	-0.20538	0.12924	0.17018	-0.013225	0.19499	0.047108	-0.035524	0.23482	0.10392	-0.012151	-0.18218	-0.013908	0.036874	-0.14116	0.056521	0.015633	0.060509	-0.094537	-0.067544	0.011482	-0.017968	0.03564	0.14242	0.054922	0.080674	0.061112	-0.095203	0.077095
-1.0451	0.38067	-0.22355	0.064629	0.34295	-0.29211	0.19264	0.56311	-0.18189	0.39019	-0.13566	0.018474	0.093087	-0.092343	0.11622	0.36918	-0.045858	-0.010584	0.017292	0.043528	0.2921	0.21417	0.00052358	0.013673	0.21333	0.091692	0.10937	-0.025391	-0.23677	0.053562	-0.26608	0.12295	0.066292	0.087909	-0.17356	-0.026703	-0.14277	0.0011503	-0.096573	0.036992	-0.11335	0.19861	-0.15126	0.14986	-0.073625	-0.014872	0.30863	-0.017851	-0.060286	0.20556	-0.030299	-0.029177	-0.13725	0.10632	0.13766	0.010512	0.11544	0.090199	0.11201	0.050901	0.31812	-0.012959	0.079474	-0.019351	-0.1368	-0.14007	0.0361	-0.13022	-0.1514	-0.075	-0.19872	-0.098208	-0.29917	0.027276	-0.08948	-0.1244	-0.084198	-0.072014	0.142	0.10061	-0.16657	0.044966	0.0040609	-0.23291	-0.12979	0.079261	-0.02855	-0.18852	0.088182	0.15208	-0.15729	-0.073164	-0.061408	-0.17996	-0.031775	0.1046	-0.031761	-0.13388	0.04578	-0.16309
-1.1192	-0.55553	-0.2073	0.92305	0.34715	-0.067752	0.1325	-0.37169	-0.33957	-0.05823	-0.060456	0.18358	-0.23622	-0.024174	0.12385	-0.27089	0.15017	-0.23072	-0.03249	0.061126	0.30231	-0.19962	0.11859	0.21403	0.024942	-0.081593	-0.19501	-0.027614	0.11639	-0.064156	0.066976	-0.079262	0.0084667	-0.23916	-0.12875	0.26005	-0.057539	-0.076655	0.010389	-0.04123	0.00047761	-0.29557	-0.034174	-0.23688	0.082229	-0.12123	0.059083	0.062352	0.021393	-0.011831	0.02286	-0.020828	-0.046417	0.064631	-0.033258	-0.0047092	0.084643	0.0025298	0.05908	-0.062111	-0.19892	0.0094041	0.024722	0.085476	-0.098234	0.054764	0.11658	-0.080976	-0.035193	-0.074463	-0.011315	-0.10194	0.033215	-0.036289	0.060506	-0.023715	-0.030131	-0.071093	0.1191	-0.013991	0.030985	-0.088274	0.059061	-0.022106	0.16967	-0.044158	0.0107	-0.052185	0.11854	-0.02427	0.043822	-0.066611	0.0061366	0.0083709	0.013645	0.10264	0.032938	0.011886	-0.0024591	-0.1707
-1.128	-0.5257	-0.058836	0.84825	0.39915	-0.030259	0.10921	-0.42801	-0.40628	0.021879	-0.0043384	0.18544	-0.32676	-0.044797	0.26114	0.035332	0.20662	-0.15782	-0.017687	-0.057004	0.41611	-0.020549	0.12575	0.20265	0.0044629	-0.050458	-0.15355	-0.025704	-0.0724	-0.026631	0.25006	-0.02187	-0.049386	-0.078529	-0.38996	0.22161	-0.16915	-0.27787	0.036721	0.11631	0.13689	-0.34665	-0.43489	-0.022775	0.07696	0.049036	0.15751	0.1212	0.011581	0.054478	0.10686	-0.048245	-0.1947	0.035097	-0.06201	-0.014378	-0.23536	-0.099694	-0.082116	-0.026288	0.15935	-0.033438	-0.091113	0.1351	-0.10196	-0.01315	-0.0025627	0.089438	0.01795	-0.014816	0.11196	0.092288	0.11163	-0.014649	0.086078	-0.024662	0.039896	-0.061163	0.028509	-0.016531	-0.070555	0.046575	0.0081596	0.030495	0.028701	0.067659	0.085967	-0.037726	-0.058429	0.049486	-0.0066897	-0.01084	-0.0031235	0.0603	-0.060901	0.011718	0.14363	0.078823	-0.10393	-0.03692
-0.84403	0.4189	0.20134	0.0033551	-0.4503	0.12426	0.2218	-0.51832	0.14612	-0.11183	0.44221	0.29472	0.18654	-0.16966	-0.036153	0.057735	-0.57939	0.42258	0.67158	0.14363	0.35496	-0.030021	0.085412	0.22923	0.22548	-0.11842	0.092704	0.027834	-0.1018	-0.065824	-0.048659	-0.059401	-0.11276	0.15567	-0.063648	-0.12941	-0.05349	-0.024707	-0.13989	-0.10174	0.043519	0.089987	0.20206	-0.0096395	0.16567	-0.052834	0.039297	0.11522	-0.29661	0.001704	0.090273	-0.12357	-0.080782	0.046384	-0.034979	0.19989	0.015478	0.051342	-0.013608	0.026617	-0.1829	-0.029503	0.01043	0.10832	0.024697	-0.037376	-0.012395	0.18001	-0.20302	-0.039004	0.12804	-0.10545	0.011929	0.041235	-0.081579	0.22272	0.019491	0.14402	-0.068497	0.10682	0.17184	-0.043171	-0.015481	-0.082512	-0.011594	-0.029178	0.049134	-0.022754	0.02331	0.099132	-0.038631	0.052777	0.22087	0.088827	0.042401	-0.1162	-0.06571	0.087565	0.028711	0.078158
-0.91451	-0.67843	0.041436	-0.38482	-0.14929	-0.14776	0.13653	-0.048606	0.06744	0.16841	0.029572	0.025294	-0.016261	-0.13591	0.10915	0.14629	0.099664	0.05933	-0.036232	0.04601	0.039521	-0.055846	-0.12963	-0.14479	0.0065074	-0.0045287	-0.05321	0.10975	0.074913	0.061325	0.07002	-0.066643	-0.0051219	-0.30493	0.034314	-0.041896	-0.10068	-0.019274	0.12824	0.0128	0.081649	-0.078451	-0.033985	0.11461	-0.077238	-0.13266	0.013535	0.083852	-0.033619	0.014768	-0.061766	-0.14947	0.077984	-0.25774	0.0024302	0.042618	0.060955	0.02544	0.09717	0.09251	0.15243	0.067949	-0.012932	0.03417	0.1923	-0.040649	-0.048742	0.11176	0.0044856	-0.022173	-0.10914	0.16552	-0.19672	-0.066334	0.031731	-0.14357	-0.080798	-0.074785	0.061497	-0.046322	0.10824	-0.07165	-0.096442	-0.017856	0.045736	0.05156	-0.042506	0.11295	-0.16805	0.0070967	-0.15388	0.13583	0.0063459	0.0092788	-0.016315	0.17353	-0.11127	-0.039112	0.073798	0.22378
-1.0093	-0.12647	-0.2266	-0.32705	0.17158	-0.65538	0.22903	0.53553	-0.17457	0.029812	-0.013465	0.00061843	-0.10472	-0.27508	0.076682	-0.61818	-0.23666	-0.20984	0.12219	0.26069	0.1829	0.25597	0.23947	-0.0015847	0.043627	-0.040314	-0.11247	0.025678	0.053309	-0.1428	0.16032	-0.20354	0.065569	-0.12794	0.13895	-0.058717	0.055465	0.18425	0.43782	0.054063	0.029465	0.099932	0.10636	-0.15531	-0.07619	0.055039	-0.045639	-0.11082	0.15071	-0.36842	0.061081	0.086574	0.050125	-0.19389	-0.055967	0.062211	-0.037591	-0.13162	-0.4062	-0.045103	0.15752	0.14093	-0.046496	0.34253	0.06418	0.075245	-0.070944	0.06	-0.036948	0.2157	0.12711	0.13806	0.095927	-0.053	-0.070999	0.079842	-0.1622	0.014547	0.093599	0.1101	0.34139	-0.10571	0.0094531	0.042982	-0.063458	0.030491	0.23334	-0.0070133	-0.013061	-0.0012334	-0.034808	0.18618	-0.075737	-0.1247	0.039773	-0.085847	-0.11449	-0.072201	-0.02305	0.028769
